Epsilon,NumClusters,NumOutliers,SilhouetteScore
0.6600000000000005,2,18,0.3307604003323687
0.6650000000000005,2,16,0.33017847275016754
0.6700000000000005,2,13,0.3312387338626882
0.6750000000000005,2,13,0.3312387338626882
0.6800000000000005,2,12,0.33089964522099263
0.6850000000000005,2,12,0.33089964522099263
0.6900000000000005,2,11,0.3310407717305259
0.6950000000000005,2,9,0.33048331626817806
0.7000000000000005,2,9,0.33048331626817806
0.7050000000000005,2,9,0.33048331626817806
0.7100000000000005,2,7,0.32960760651182247
0.7150000000000005,2,7,0.32960760651182247
0.7200000000000005,2,6,0.3301467457669161
0.7250000000000005,2,5,0.3310211841022957
0.7300000000000005,2,5,0.3310211841022957
0.7350000000000005,2,5,0.3310211841022957
0.7400000000000005,2,4,0.3299287842818394
0.7450000000000006,2,4,0.3299287842818394
0.7500000000000006,2,3,0.330336432717471
0.7550000000000006,2,3,0.330336432717471
0.7600000000000006,2,2,0.3273301780502429
0.7650000000000006,2,2,0.3273301780502429
0.7700000000000006,2,2,0.3273301780502429
0.7750000000000006,2,2,0.3273301780502429
0.7800000000000006,2,2,0.3273301780502429
0.7850000000000006,2,2,0.3273301780502429
0.7900000000000006,2,2,0.3273301780502429
0.7950000000000006,2,2,0.3273301780502429
0.8000000000000006,2,2,0.3273301780502429
0.8050000000000006,2,2,0.3273301780502429
0.8100000000000006,2,2,0.3273301780502429
0.8150000000000006,2,2,0.3273301780502429
0.8200000000000006,2,2,0.3273301780502429
0.8250000000000006,2,2,0.3273301780502429
0.8300000000000006,2,2,0.3273301780502429
0.8350000000000006,2,2,0.3273301780502429
0.8400000000000006,2,2,0.3273301780502429
0.8450000000000006,2,2,0.3273301780502429
0.8500000000000006,2,1,0.32808742257635043
0.8550000000000006,2,1,0.32808742257635043
0.8600000000000007,2,0,0.3345031799707886
0.8650000000000007,2,0,0.3345031799707886
0.8700000000000007,2,0,0.3345031799707886
0.8750000000000007,2,0,0.3345031799707886
0.8800000000000007,2,0,0.3345031799707886
0.8850000000000007,2,0,0.3345031799707886
0.8900000000000007,2,0,0.3345031799707886
0.8950000000000007,2,0,0.3345031799707886
0.9000000000000007,2,0,0.3345031799707886
0.9050000000000007,2,0,0.3345031799707886
0.9100000000000007,2,0,0.3345031799707886
0.9150000000000007,2,0,0.3345031799707886
0.9200000000000007,2,0,0.3345031799707886
0.9250000000000007,2,0,0.3345031799707886
0.9300000000000007,2,0,0.3345031799707886
0.9350000000000007,2,0,0.3345031799707886
0.9400000000000007,2,0,0.3345031799707886
0.9450000000000007,2,0,0.3345031799707886
0.9500000000000007,2,0,0.3345031799707886
0.9550000000000007,2,0,0.3345031799707886
0.9600000000000007,2,0,0.3345031799707886
0.9650000000000007,2,0,0.3345031799707886
0.9700000000000008,2,0,0.3345031799707886
0.9750000000000008,2,0,0.3345031799707886
0.9800000000000008,2,0,0.3345031799707886
0.9850000000000008,2,0,0.3345031799707886
0.9900000000000008,2,0,0.3345031799707886
0.9950000000000008,2,0,0.3345031799707886
